País,Categoría,Nombre,Og_Resumida
Estados Unidos,Residencia,2026 Session 1 Residencies (Willapa Bay AiR),"Esta residencia está dirigida a artistas, escritores, académicos, cantautores y compositores musicales mayores de 21 años, tanto emergentes como establecidos. No se requiere pago de inscripción para postular, aunque los seleccionados deben realizar un depósito reembolsable de $100 al momento de la invitación, que se devuelve al llegar. La residencia cubre alojamiento, comidas y espacio de trabajo durante un mes, sin costo para los residentes. Las disciplinas artísticas aceptadas incluyen artes visuales, escritura, música y composición, entre otras. No se menciona la entrega de un monto económico en efectivo a los seleccionados. La convocatoria está abierta internacionalmente, pero no se especifica explícitamente la elegibilidad para artistas de Latinoamérica."
Estados Unidos,Residencia,Solitary Retreat in the Nevada Desert (Montello Foundation),"Residencia dirigida a artistas interesados en la contemplación y creación artística en soledad, especialmente aquellos cuyo trabajo fomente la comprensión y protección de la naturaleza. No requiere pago de inscripción; los participantes seleccionados deben costear sus propios gastos de viaje y manutención. Está abierta a diversas disciplinas artísticas, con énfasis en artes visuales, escritura, composición y grabación sonora, pero no se limita exclusivamente a estas. No se entrega un monto de dinero o premio en efectivo a los residentes. No se especifica que la convocatoria esté explícitamente abierta a artistas de Latinoamérica."
Canadá,Residencia,Toga da wôhnagabi: Music Creation Residency 2026,"Esta residencia está dirigida a músicos, cantautores, compositores y creadores de pueblos originarios mayores de 18 años, ya sea de manera individual o en dúo, de cualquier región del mundo. La convocatoria acepta postulaciones internacionales y explícitamente de todas las regiones, pero requiere el pago de una cuota de inscripción de 35 dólares por miembro solo si la persona es aceptada al programa. La disciplina principal es la creación musical, incluyendo composición, interpretación y producción en contextos indígenas. No se especifica un monto de premio o apoyo económico fijo para los seleccionados, aunque se menciona la posibilidad de solicitar asistencia financiera. Está abierta para postulantes de Latinoamérica siempre que cumplan con los requisitos de identidad indígena."
EEUU,,Spring & Summer 2026 Residencies at Art Omi,"La oportunidad está dirigida a artistas, arquitectos, músicos y escritores de todo el mundo, sin restricciones de nacionalidad ni residencia, incluyendo artistas de Latinoamérica. No se requiere ningún pago de inscripción para postular, y la selección se realiza por un jurado competitivo. Las disciplinas artísticas involucradas son arquitectura, artes visuales, música y literatura. No se otorga un premio en efectivo, pero los artistas seleccionados reciben alojamiento, alimentación y espacio de trabajo gratuitos durante la residencia; los gastos de viaje deben ser cubiertos por los participantes. La residencia se realiza en un entorno rural en Estados Unidos y promueve la colaboración y el intercambio internacional."
Canadá,Residencia,Spring Writers Residency 2026,"Residencia dirigida a escritores emergentes y consolidados con historial de publicaciones que deseen dedicar dos semanas a trabajar en un proyecto literario en inglés, con acceso a mentorías, talleres y espacio privado de trabajo y alojamiento individual. No se menciona ningún costo de inscripción ni se especifica un monto de apoyo económico para los seleccionados. Las disciplinas involucradas son todas las relacionadas con la escritura y literatura, siempre que el proyecto sea en inglés. No se indica explícitamente si está abierta a postulantes de Latinoamérica."
EEUU,Residencia,Surel's Place Artist Residency Program (July-December),"La residencia Surel's Place está dirigida a artistas profesionales y emergentes mayores de 25 años, incluyendo disciplinas visuales, literarias, multimedia y de performance como pintura, escritura, música, arquitectura, cine y coreografía. No se requiere ningún pago para postularse ni para participar. Los artistas seleccionados reciben alojamiento durante un mes, acceso a estudio, servicios, wifi, una modesta beca de 100 dólares por semana para gastos de manutención y un estipendio adicional de 300 dólares para viajes. La convocatoria está abierta internacionalmente, pero no se menciona explícitamente la elegibilidad para artistas de Latinoamérica."
Francia,Residencia,"International Artist Residency, Spring 2026","Residencia internacional dirigida a artistas emergentes y consolidados de cualquier disciplina artística y nacionalidad, mayores de 18 años, que puedan comunicarse en inglés o francés. No se menciona un pago obligatorio para aplicar ni costos de inscripción. La convocatoria acepta propuestas de todas las áreas artísticas y la selección se basa en la claridad de visión artística, compromiso profesional y relevancia del proyecto. No se especifican montos de apoyo económico para artistas seleccionados. Está abierta a participantes de Latinoamérica."
EEUU,Residencia,Foundation House Artist Residency Open Call,"La residencia Foundation House está dirigida a artistas de todas las disciplinas con prácticas consolidadas, brindando un entorno de 10 días para la creación concentrada en un espacio inspirador. No se requiere pago de inscripción para postularse. La residencia incluye alojamiento privado, estudio, todas las comidas y un estipendio para cada artista seleccionado, además de acceso a áreas comunes y 75 acres de terreno. No se especifica un monto exacto del estipendio. La convocatoria no menciona estar explícitamente abierta a artistas de Latinoamérica."
EEUU,Residencia,2025 Fall & Extended Fall Artist Residency,"La residencia 2025 Fall & Extended Fall Artist Residency está dirigida a artistas visuales, escritores, músicos, dramaturgos y creadores interdisciplinarios, incluyendo aquellos que trabajan en arquitectura, literatura, cine, video, teatro y poesía. No se requiere pago de inscripción para postularse y la residencia ofrece un estipendio de $600 USD a cada artista seleccionado. La oportunidad está abierta a artistas emergentes y establecidos, pero no especifica explícitamente si acepta postulaciones de artistas de Latinoamérica. Los artistas seleccionados reciben alojamiento privado, estudio individual y deben facilitar un taller, charla o evento durante su estancia."
Canadá,Residencia,Media Production Training: Digital Constellations 2026,"Esta oportunidad está dirigida a artistas indígenas que trabajen en medios digitales, cine o animación, y busquen avanzar en las etapas de producción o postproducción de sus proyectos con apoyo profesional y acceso a recursos técnicos. No se menciona ningún pago requerido para postularse. Las disciplinas involucradas incluyen medios digitales, cine narrativo y animación, abarcando también áreas como diseño sonoro, grabación de audio y música, corrección de color y edición. El monto de dinero estipulado para los artistas seleccionados no se especifica, ya que la oportunidad ofrece principalmente acceso a instalaciones, tutoría y apoyo técnico. Está abierta a aplicaciones internacionales, por lo que artistas de Latinoamérica pueden postularse."
EEUU,Residencia,Funded Residency 2026 (Corsicana Artist and Writer Residency),"Esta residencia está dirigida a artistas visuales y escritores de cualquier nacionalidad, incluyendo postulaciones individuales o colaborativas (máximo dos personas por estudio), exceptuando exalumnos del programa. No se permite trabajo cerámico ni basado en aerosoles. Para ser considerado, se requiere el pago de una cuota administrativa única y no reembolsable de $200 USD tras la aceptación, pero no existen otros costos de participación; los gastos de viaje, alimentación e investigación corren por cuenta del residente. La residencia cubre alojamiento y estudio por un valor estimado entre $4,000 y $6,000 USD por dos meses, aunque este monto no se entrega en efectivo sino como servicios y espacio. La convocatoria está abierta internacionalmente, pero no se especifica explícitamente elegibilidad para Latinoamérica."
