Resumen generado por la IA,Oportunidades relacionadas,Nombre,Destinatarios,URL,País,Fecha de cierre,Publicar,Entidad,Inscripcion,Obtener Base URL,Obtener BASE URL?,Og_Resumida,Obtener Disciplinas,Base URL,Categoría,Disciplina,Created time,Estado de la oportunidad,AI keywords,Top,Obtener Disciplina,Instituciones,Tutorial,URL Tutorial,Texto Tutorial,Monto_Extraido_LLM,Moneda_Extraida_LLM
Residencia︱Naughty Muse,,#getinspiredinbusan 2026,Revisar,https://naughtymusestudios.com/6/,Corea del Sur,"August 31, 2025",Yes,Naughty Muse Studios,,,No,"La convocatoria #getinspiredinbusan 2026 está dirigida a artistas visuales, fotógrafos, performers y creativos contemporáneos interesados en desarrollar proyectos en Busan, Corea del Sur. La oportunidad consiste en una residencia artística internacional que ofrece espacio de trabajo y acceso a la comunidad creativa local, pero no especifica en su página ningún monto de apoyo económico ni estipendio para los artistas seleccionados, ni tampoco detalla presupuesto de producción. No se menciona ningún pago de inscripción para participar, aunque tampoco se indica expresamente que la postulación sea gratuita. La residencia está abierta a artistas de cualquier nacionalidad, incluidos los de Latinoamérica, siempre que presenten una propuesta relevante para el contexto creativo de Busan. Falta información sobre bases detalladas, criterios de selección y condiciones económicas exactas, por lo que se recomienda consultar directamente con la organización antes de aplicar.",,https://naughtymusestudios.com/6/,Residencia,"Visuales, Fotografía, Performance","August 16, 2025 11:49 PM",,,No,No,,No,,,,
Residencia︱SVA Artist Residency Project,,SVA’s The Artist Residency Project,Revisar,https://sva.edu/residency,Global,"September 1, 2025",Yes,School of Visual Arts,,,No,"SVA’s The Artist Residency Project está dirigido a artistas visuales de todas las etapas de su carrera, sin restricción de nacionalidad, incluidos artistas de Latinoamérica, y ofrece una residencia virtual de cuatro semanas enfocada en la producción y desarrollo de obra, acceso a seminarios, tutorías y presentaciones públicas. La oportunidad requiere el pago de una matrícula de USD 1,200 para participar, no otorga estipendio ni apoyo económico a los seleccionados, y está orientada a disciplinas como pintura, dibujo, fotografía, escultura, medios digitales y otras artes visuales contemporáneas.",,https://sva.edu/residency,Residencia,"Visuales, Pintura, Fotografía","August 16, 2025 11:50 PM",,,No,No,,No,,,,
Residencia︱Long Tone con David Gersten,,Long Tone: Thesis Studio with David Gersten,Revisar,https://www.artslettersandnumbers.com/long-tone,United States,"September 5, 2025",Yes,Arts Letters & Numbers,,,No,"Long Tone: Thesis Studio with David Gersten está dirigida a artistas, pensadores y creadores de cualquier disciplina y nacionalidad, incluyendo América Latina, interesados en la exploración creativa y el desarrollo de proyectos personales en un entorno de intercambio interdisciplinario; el programa se desarrolla de manera presencial del 15 de septiembre al 5 de diciembre de 2025 en Arts Letters & Numbers (Nueva York) y abarca prácticas como artes visuales, arquitectura, música, cine, literatura, ciencias sociales y humanidades. No se encuentra información pública sobre un monto de apoyo económico ni se especifica el pago de inscripción en la descripción disponible; tampoco se detallan becas, premios u honorarios para los participantes, por lo que estos aspectos podrían requerir confirmación directa con la organización.",,https://www.artslettersandnumbers.com/long-tone,Convocatoria,"Visuales, Multidisciplinar","August 16, 2025 11:51 PM",,,No,No,,No,,,,
Residencia︱Instituto Sacatar,,"Instituto Sacatar, Itaparica, Brazil",Revisar,https://sacatar.org/en/fellowships/,Brasil ,"September 19, 2025",Yes,Instituto Sacatar,,,No,"El programa de residencias del Instituto Sacatar en Itaparica, Brasil, está dirigido a personas creativas de todas las nacionalidades y disciplinas artísticas, incluyendo artes visuales, escritura, música, performance, cine, entre otras, y acepta postulaciones de artistas latinoamericanos. La residencia cubre alojamiento privado, estudio de trabajo acorde a la disciplina, todas las comidas (excepto sábados en la noche, domingos y feriados brasileños) y apoyo logístico, pero no otorga un estipendio económico general ni cubre pasajes, salvo en convocatorias específicas como la reciente dirigida a artistas africanos, que incluyó pasaje aéreo y un estipendio de 3.000 reales brasileños. Para postularse a la convocatoria internacional regular, es necesario pagar una tasa de inscripción de 25 dólares estadounidenses; no se cobra ningún otro pago a los seleccionados y no se aceptan postulaciones grupales.",,https://sacatar.org/en/fellowships/,Residencia,"Otras, Multidisciplinar","August 16, 2025 11:52 PM",,,No,No,,No,,,,
Convocatoria︱Braunschweig Projects,,Braunschweig Projects 2026/27: 7 Fellowships and Artist residencies,Revisar,https://www.hbk-bs.de/bs-projects-english/call-and-application-1/,Alemania,"October 5, 2025",Yes,HBK Braunschweig,,,No,"Braunschweig Projects 2026/27: 7 Fellowships and Artist residencies está dirigida a artistas visuales profesionales de cualquier nacionalidad, incluyendo América Latina, que cuenten con un título universitario en arte o experiencia profesional equivalente y que hayan realizado exposiciones individuales. No se requiere pago alguno para aplicar. La convocatoria abarca principalmente disciplinas de las artes visuales, con énfasis en prácticas contemporáneas. Cada artista seleccionado recibirá una residencia de 12 meses que incluye un estipendio mensual de 1,800 euros, apoyo para materiales de hasta 1,000 euros en total, y un presupuesto de viaje de hasta 1,000 euros; además, se proporciona alojamiento gratuito y un estudio de trabajo. No se identifican restricciones geográficas excluyentes, por lo que la oportunidad está abierta a postulantes de América Latina.",,https://www.hbk-bs.de/bs-projects-english/call-and-application-1/,Fondos,"Visuales, Proyectos","August 16, 2025 11:54 PM",,,No,No,,No,,,,
Convocatoria︱William Flanagan Memorial Creative Persons Center,,William Flanagan Memorial Creative Persons Center,Revisar,https://www.albeefoundation.org/guidelines--submitting.html,EEUU,"October 13, 2025",Yes,William Flanagan Memorial Creative Persons Center,,,No,"Dirigida a escritores y artistas visuales de cualquier nacionalidad y nivel de trayectoria que deseen desarrollar su trabajo en un entorno de retiro en Montauk, Nueva York, la residencia William Flanagan Memorial Creative Persons Center ofrece tiempo y espacio de trabajo sin interrupciones, seleccionando solo por talento y necesidad sin restricciones geográficas. No se requiere pago de inscripción para participar, y la residencia cubre alojamiento y espacio de trabajo; no se especifican estipendios ni montos económicos directos para los residentes. La convocatoria está abierta a artistas de Latinoamérica, siempre que puedan demostrar la autoría de su obra y presenten una declaración de necesidad y proyecto a desarrollar.",,https://www.albeefoundation.org/guidelines--submitting.html,Residencia,"Literatura, Visuales","August 16, 2025 11:54 PM",,,No,No,,No,,,,
Residencia︱SGCI micro-Residency,,SGCI micro-Residency | Special Program,Revisar,https://www.proyectoace.org/en/actividades/graphic-drift/,Argentina,"November 30, 2025",Yes,Proyecto Ace,,,No,"Dirigida a artistas de todas las nacionalidades interesados en el grabado, la mediación cultural y la producción gráfica contemporánea, la micro-residencia Graphic Drift se realiza del 8 al 21 de marzo de 2026 (con opción de una semana adicional de trabajo en estudio) en La Plata, Argentina; no requiere pago de inscripción para postular, según lo informado oficialmente, y está abierta a artistas de Latinoamérica. El programa abarca disciplinas como el grabado, las artes gráficas y la mediación cultural, e incluye actividades como visitas a talleres, producción colectiva, recorridos y encuentros con agentes locales. No se especifica monto de dinero o estipendio para los seleccionados; los participantes asumen los costos de viaje, manutención y estadía, aunque se menciona la posibilidad de acceder a precios preferenciales en alojamiento.",,https://www.proyectoace.org/en/actividades/graphic-drift/,Residencia,"Visuales, Grabado, ArtesSobrePapel","August 16, 2025 11:56 PM",,,No,No,,No,,,,
Residencia︱Chokechaka Artist Residency,,Chokechaka Artist Residency,Revisar,https://www.chokechaka.com/residency,Perú,"December 1, 2025",Yes,Chokechaka Residencia,,,No,"Chokechaka Artist Residency está dirigida a artistas, académicos, activistas y creativos de todas las disciplinas y nacionalidades, incluyendo explícitamente a personas de América Latina, que deseen realizar una residencia de 1 a 4 semanas en el Valle Sagrado de los Incas, Perú, en un entorno de trabajo sereno y comunitario. No se menciona la existencia de un pago de inscripción para postular ni se especifica la entrega de un estipendio económico o premio para los seleccionados; los artistas deben costear su estadía, la cual incluye alojamiento en habitaciones con baño privado, desayuno y acceso a espacios de trabajo, con la opción de contratar comidas adicionales. La residencia está abierta a diversas disciplinas artísticas y fomenta tanto el trabajo individual como la interacción y el intercambio cultural entre residentes.",,https://www.chokechaka.com/residency,Residencia,"Otras, Multidisciplinar","August 16, 2025 11:57 PM",,,No,No,,No,,,,
Convocatoria︱Murales Palimpsest Project,,Palimpsest Project | Mural Painting Open Call,Revisar,https://www.proyectoace.org/en/residencies/mural-painting/,Argentina,"December 19, 2025",Yes,Proyecto ACE,,,No,"Palimpsest Project | Mural Painting Open Call está dirigida a artistas visuales, tanto profesionales como emergentes, con especial interés en el muralismo y/o arte urbano, incluyendo colectivos de hasta dos personas; la convocatoria está abierta todo el año y no requiere pago de inscripción para postular. La residencia contempla trabajo artístico en formatos mural y otras disciplinas expandiendo hacia prácticas visuales, performáticas, sonoras, curatoriales y medios digitales; se fomenta la colaboración entre residentes y con la escena local. Los artistas seleccionados deben cubrir sus propios gastos (pasajes, alojamiento, materiales especiales, seguro médico y envío de obras), existiendo tarifas variables según edad, duración y servicios elegidos, y no se otorgan estipendios ni apoyos económicos directos. La oportunidad está abierta a artistas de Latinoamérica y de cualquier nacionalidad sin restricciones de origen.",,https://www.proyectoace.org/en/residencies/mural-painting/,Convocatoria,"Visuales, Mural, ArteUrbano","August 16, 2025 11:57 PM",,,No,No,,No,,,,
Convocatoria︱Encuentro prácticas creativas títere y marioneta,,Encuentro de prácticas creativas disciplinares del títere y la marioneta 2025,Revisar,https://www.fondosdecultura.cl/encuentro-del-titere-y-la-marioneta/,Chile,"September 16, 2025",Yes,Fondos de Cultura,,,No,"Dirigida a personas naturales mayores de 18 años, con al menos 5 años de trayectoria en la disciplina del títere o la marioneta y participación en al menos 3 obras escénicas como creador, intérprete o director; la oportunidad no requiere pago de inscripción para postular. Incluye talleres presenciales de especialización en dramaturgia, dirección y diseño escénico, impartidos por profesionales destacados, y está enfocada exclusivamente en estas disciplinas vinculadas a los títeres y marionetas. Se seleccionarán 15 artistas, quienes recibirán financiamiento completo para traslado, alojamiento y alimentación durante el encuentro, pero no se contempla un estipendio adicional ni premio monetario directo; la convocatoria está restringida a residentes en el país, por lo que no está abierta a artistas de toda Latinoamérica.",,https://fondos.gob.cl/ficha/mincap/titereymarioneta/,Convocatoria,"Escénicas, Títere, Marioneta","August 17, 2025 12:03 AM",,,No,No,,No,,,,
Convocatoria︱Teatro para infancias 2026,"Alas y Raíces invita a niñas, niños y adolescente a ser parte de El Petate 2025 (https://www.notion.so/Alas-y-Ra-ces-invita-a-ni-as-ni-os-y-adolescente-a-ser-parte-de-El-Petate-2025-23d9dd874b3a814a8beaf6d31abb4fcb?pvs=21)","Convocatoria para FETEN 2026, Feria Internacional de Artes Escénicas para niños, niñas y familias",Revisar,https://www.gijon.es/es/eventos/feten,España,"September 11, 2025",Yes,Festival de Escénicas,,,No,"Convocatoria para FETEN 2026, Feria Internacional de Artes Escénicas para niños, niñas y familias, dirigida a compañías y artistas profesionales de cualquier país que presenten espectáculos de todos los lenguajes escénicos (teatro, circo, danza, títeres, objetos, musical, clown, documental, instalaciones, etc.), tanto para sala como para calle, enfocados principalmente en público infantil, familiar y juvenil; no se especifica restricción geográfica, por lo que pueden postular artistas de Latinoamérica. La inscripción es gratuita, sin pago de tasas para participar, y no se detallan premios económicos ni montos fijos de remuneración para los seleccionados; la feria prioriza la visibilidad ante programadores y el acceso a nuevos circuitos, pero la información pública no menciona honorarios, ayudas a la producción ni cachés garantizados.",,https://www.gijon.es/es/eventos/feten,Convocatoria,"Escénicas, Teatro, Danza","August 17, 2025 12:04 AM",,,No,No,,No,,,,
